info: () => {
  return format(new Date(), "yyyy-MM-dd HH:mm:ss:SSS");
} | 36ca5a40-b854-462c-b84f-a74ee0ac01dc | studentsController | getStudent | {} {"service":"atul-assigment"}
info: 2024-03-09 23:52:02:474 | 4d680fba-fa5f-4071-b28c-f9b09679c881 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 23:53:28:334 | 64593eb1-b31f-4f11-b991-b3f364c80ecf | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 23:53:28:353 | 52bc0537-d93f-4459-a3a0-c3f0993beeb4 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 23:53:29:536 | cabf10c7-73d4-4ba5-a631-7ff10b4b9e9a | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 23:53:29:551 | 9e39b386-56c5-4caa-ae43-327792bca55b | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 23:54:05:582 | 819e6f1b-5c2e-4d8c-9259-8bfe190e6916 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 23:54:05:603 | 4eec946c-3b9d-4925-86b9-7f79eba37456 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 23:54:10:222 | 2a76f0f9-bf06-451b-b647-12e026568482 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 23:54:10:235 | 8d7f709c-6e4a-46ca-858e-82cac92e38e1 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 23:54:15:181 | 7c75d5fe-5c8f-4504-bbca-b014a1dd8c11 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 23:54:15:194 | 0d93f01e-5d97-43f1-a3f5-1cf665ba8f91 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 23:54:19:043 | 271ff9df-bba8-49bd-81a4-839f4208297c | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 23:54:19:057 | 83551d17-dff5-4fa6-a542-d5a1c0840fdd | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 23:54:22:283 | af04003d-ff31-4362-8d26-dfd29187b527 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 23:54:22:295 | f9685405-ae43-4e80-8684-94ccf791cc91 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 23:54:24:569 | a25a91ab-fef6-42dc-846d-078444ecc674 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 23:54:24:581 | 09d21572-9f22-4431-a0be-1622485ee950 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 23:54:32:137 | 5fcbea5d-052a-4c8b-a021-232f9ee9d40c | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 23:54:32:153 | b67b9e38-c7ca-49e0-bf65-9d8304ac9730 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 03:25:16:660 | 77b746b2-0cf3-4ad1-a409-38e88190c260 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 03:25:16:678 | 5487b713-50bd-4995-95ed-bbb36cc5981a | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 03:25:39:029 | a566522d-1e30-4efb-9776-cce6b422f6bb | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 03:25:39:042 | 922b82a1-6de2-422c-8742-944f5ebd0abb | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 03:25:46:497 | c42545be-9d0d-4d9f-a626-5c2ad32bc4e8 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 03:25:46:510 | 6b8720cf-d13e-4256-a0ba-2aefdeb5e160 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 03:26:22:596 | 1189edff-cb4f-4481-b397-01966d695c03 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 03:26:22:610 | d30baeab-0f0e-4322-9f06-87195addb9e6 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 03:26:31:369 | 7465dc4d-e977-4dce-b83c-7785dc3d5976 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 03:26:31:382 | d27448f7-b72b-4ae7-8cb1-9114e1f0f139 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 03:26:48:767 | 5172bdb0-0b25-4239-9555-61178f0b8fc0 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 03:26:48:780 | dac384ff-234c-4223-a97a-ecb460217439 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 04:02:39:066 | 2f050c25-05e0-4168-9a7a-01810f476ede | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 04:02:39:078 | 6fa21536-8e3d-4640-963e-9933ea9c9f4a | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 04:06:17:437 | eae00db9-6eca-489f-89eb-e2a6cc1d6f20 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 04:06:17:448 | 16e36b13-e53f-45ed-8bd1-d753d9592e80 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 04:06:30:254 | 21962fc2-2b33-47ef-95c8-163c73078052 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 04:06:30:266 | 8eaf0f87-d1b7-4e5f-a4a7-65337d1ab7e6 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 04:08:41:557 | b77bcd86-cba6-4eb9-9876-4f2a47c92622 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 04:08:41:574 | ccca1c8d-11cc-4e1d-adb7-098b5244bd56 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 04:08:41:681 | ccca1c8d-11cc-4e1d-adb7-098b5244bd56 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 04:10:20:944 | ced9d973-ba3e-4d23-bb38-ba72430a6b4b | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 04:10:20:955 | bde4ab38-aa34-4cf1-99e4-71064244a0d9 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 04:10:20:997 | bde4ab38-aa34-4cf1-99e4-71064244a0d9 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 04:23:52:520 | c3eb65fa-fba6-4c45-9ddc-e63853ddd1f2 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 04:23:52:534 | f025f6e2-dfd9-4e9d-9a38-42d9d635fe3c | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 04:23:52:582 | f025f6e2-dfd9-4e9d-9a38-42d9d635fe3c | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 04:48:45:232 | 4e195ef1-e49b-4e41-82e2-26f880d9231a | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 04:48:45:248 | 960bc1cb-019b-4a17-b1c8-17209ea0df4f | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 04:48:45:298 | 960bc1cb-019b-4a17-b1c8-17209ea0df4f | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 04:51:22:290 | 0d76ca18-bc5f-4e1c-be48-864c218ac632 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 04:51:22:306 | bbd08c81-3679-486e-83b3-37e1bfe16243 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 04:51:22:358 | bbd08c81-3679-486e-83b3-37e1bfe16243 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 05:09:21:537 | 4e0afa8a-0a4a-4bd8-b7f4-c92ca833dc46 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 05:09:21:578 | e232707e-94b3-4427-b3a2-5df7823cbd34 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 05:09:21:646 | e232707e-94b3-4427-b3a2-5df7823cbd34 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 05:10:13:873 | 3b934415-8a52-4081-be4d-2a3fd83f4344 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 05:10:13:909 | f7406d98-6f72-4693-b7b4-1e71049df965 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 05:10:13:967 | f7406d98-6f72-4693-b7b4-1e71049df965 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 05:10:30:581 | 23a9c26f-0552-4875-ba9b-3943c3105555 | studentsController | generateIdCards | {} {"service":"atul-assigment"}
info: 2024-03-10 05:10:45:386 | a47ff578-fb2b-4cb7-b7d6-33b3f03048ff | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 05:10:45:423 | 3f17f5be-4cca-4fb5-b248-a8f08abed6f0 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 05:10:45:474 | 3f17f5be-4cca-4fb5-b248-a8f08abed6f0 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 05:10:47:287 | b1944454-01a4-47bc-9f53-99153193b1e6 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 05:10:47:341 | e85d4b10-2aba-4b09-b3db-f30f9736c601 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 05:10:47:477 | e85d4b10-2aba-4b09-b3db-f30f9736c601 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 05:11:10:709 | c7336cd5-bb78-47cf-856b-ed48345be34b | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 05:11:10:742 | e3ba5c4a-b70a-4744-bd79-28cd6eee0d86 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 05:11:10:797 | e3ba5c4a-b70a-4744-bd79-28cd6eee0d86 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 05:11:14:203 | 6f4acb55-8f18-409d-ac8e-d0069f618144 | studentsController | generateIdCards | {} {"service":"atul-assigment"}
info: 2024-03-10 05:11:18:267 | ee03b290-4611-4a57-bdef-39384769fa14 | studentsController | generateIdCards | {} {"service":"atul-assigment"}
info: 2024-03-10 05:11:50:062 | 8007be72-22f2-41af-a6c7-497023393650 | studentsController | generateIdCards | {} {"service":"atul-assigment"}
info: 2024-03-10 05:12:17:925 | 37ec544d-8774-426b-847c-9a9ad89f8866 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 05:12:17:974 | 5f4687b2-d32f-4c69-a3c2-e071b6a16988 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 05:12:18:053 | 5f4687b2-d32f-4c69-a3c2-e071b6a16988 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 05:12:32:067 | c29d2447-e40e-4ce3-a923-bd680eafac8e | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 05:12:32:113 | a87f27a1-ef22-4fa4-81d4-133cb6e33abc | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 05:12:32:162 | a87f27a1-ef22-4fa4-81d4-133cb6e33abc | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 05:12:40:105 | 6ee28d78-67a3-4f2e-9643-8399933a8898 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 05:12:40:152 | a993b844-97bb-4507-bccb-5beb69dfeff3 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 05:12:40:206 | a993b844-97bb-4507-bccb-5beb69dfeff3 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 05:12:52:028 | 27e3017e-a45a-4b1a-ac66-b49eb0c287ad | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 05:12:52:069 | 74a6e997-baca-462a-ae60-9fdc3b21d438 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 05:12:52:132 | 74a6e997-baca-462a-ae60-9fdc3b21d438 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 05:13:10:012 | 83b90bca-5726-42b3-a74a-d7c12338c3f5 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 05:13:10:055 | 086d3c42-2402-4a4d-83d9-0fe905c3cc18 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 05:13:10:112 | 086d3c42-2402-4a4d-83d9-0fe905c3cc18 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 05:13:40:559 | 39f6531e-7276-473f-b20f-6624019c499e | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 05:13:40:605 | f8eb9c70-7e7d-4f74-802e-fe9eab4a400f | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 05:13:40:668 | f8eb9c70-7e7d-4f74-802e-fe9eab4a400f | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 05:14:00:727 | 7b37c11c-d402-4e35-b4c4-ddbe15a5f9ea | studentsController | generateIdCards | {} {"service":"atul-assigment"}
info: 2024-03-10 05:14:00:728 | undefined | studentsService | generateIds | {} {"service":"atul-assigment"}
info: 2024-03-10 05:14:08:365 | undefined | studentsService | getStudentDetails | {} {"service":"atul-assigment"}
error: 2024-03-10 05:14:08:374 | undefined | studentsService | generateIds | {"message":"req is not defined"} {"service":"atul-assigment"}
info: 2024-03-10 05:14:44:186 | dc83ad1b-fa66-4cfa-9540-07b70c5fdaaa | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 05:14:44:229 | 91b39adc-8cae-4e3c-9629-9b2a76f550de | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 05:14:44:283 | 91b39adc-8cae-4e3c-9629-9b2a76f550de | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 05:14:51:772 | 818a0112-c8ee-4136-b7be-731bd12e6f4b | studentsController | generateIdCards | {} {"service":"atul-assigment"}
info: 2024-03-10 05:14:51:776 | 818a0112-c8ee-4136-b7be-731bd12e6f4b | studentsService | generateIds | {} {"service":"atul-assigment"}
info: 2024-03-10 05:14:55:520 | 818a0112-c8ee-4136-b7be-731bd12e6f4b | studentsService | getStudentDetails | {} {"service":"atul-assigment"}
error: 2024-03-10 05:14:55:527 | 818a0112-c8ee-4136-b7be-731bd12e6f4b | studentsService | generateIds | {"message":"req is not defined"} {"service":"atul-assigment"}
info: 2024-03-10 05:15:15:007 | 33e4c485-4be4-4ab2-b2ad-3ca75fd3ba3e | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 05:15:15:043 | 44d23f7c-872e-49e3-af63-7d8630e67e65 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 05:15:15:100 | 44d23f7c-872e-49e3-af63-7d8630e67e65 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 05:15:19:459 | ba722b86-60e7-4e76-bf02-03cedca79946 | studentsController | generateIdCards | {} {"service":"atul-assigment"}
info: 2024-03-10 05:15:33:735 | 18c974c1-a717-4e52-971c-a68c4566975c | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 05:15:33:771 | 34c4ecad-2962-4095-b5de-df8022c93494 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 05:15:33:818 | 34c4ecad-2962-4095-b5de-df8022c93494 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 05:15:40:662 | be61d80a-ee43-4cf1-ae68-3787f10bec82 | studentsController | generateIdCards | {} {"service":"atul-assigment"}
info: 2024-03-10 05:15:40:664 | be61d80a-ee43-4cf1-ae68-3787f10bec82 | studentsService | generateIds | {} {"service":"atul-assigment"}
info: 2024-03-10 05:15:47:367 | be61d80a-ee43-4cf1-ae68-3787f10bec82 | studentsService | getStudentDetails | {} {"service":"atul-assigment"}
info: 2024-03-10 05:17:20:752 | 6aba0431-318f-4480-bdf5-ecfc41f73d11 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 05:17:20:789 | 91f3c694-fe40-47c7-891d-7c1759ad1441 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 05:17:20:837 | 91f3c694-fe40-47c7-891d-7c1759ad1441 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 05:17:24:126 | afc469a4-2400-463f-87c8-9c1116bf3432 | studentsController | generateIdCards | {} {"service":"atul-assigment"}
info: 2024-03-10 05:17:24:127 | afc469a4-2400-463f-87c8-9c1116bf3432 | studentsService | generateIds | {} {"service":"atul-assigment"}
info: 2024-03-10 05:17:24:128 | afc469a4-2400-463f-87c8-9c1116bf3432 | studentsService | getStudentDetails | {} {"service":"atul-assigment"}
info: 2024-03-10 05:17:57:147 | 848ddf95-e28d-453a-b126-55ecce4e8458 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 05:17:57:180 | 56b0e293-b6e4-4510-9617-82a8e51948c9 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 05:17:57:228 | 56b0e293-b6e4-4510-9617-82a8e51948c9 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 05:19:20:371 | 84b5391e-3e44-4d7a-868a-4030ea9c3e25 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 05:19:20:410 | 586440b0-3141-492d-9039-e64725bbb3e9 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 05:19:20:455 | 586440b0-3141-492d-9039-e64725bbb3e9 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 05:19:33:216 | 522f0def-d302-4d44-ad3f-89c0daf5150e | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 05:19:33:249 | 605d8c37-c7a5-44d0-8ed2-7a8d28a01463 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 05:19:33:291 | 605d8c37-c7a5-44d0-8ed2-7a8d28a01463 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 05:19:51:136 | ac8e4cb9-90ae-4d9c-8290-f58b347b4e18 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 05:19:51:173 | 6cb71e37-71d8-4720-b9ea-e16e573df62b | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 05:19:51:216 | 6cb71e37-71d8-4720-b9ea-e16e573df62b | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 05:20:00:258 | 66c9031f-de21-4187-96dd-a1e19d41b780 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 05:20:00:302 | dd70e11e-5e86-4f08-967f-8ebdb25fc954 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 05:20:00:402 | dd70e11e-5e86-4f08-967f-8ebdb25fc954 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 05:22:25:665 | a7357bf6-5ff8-4a96-987d-8b830c8a1bc3 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 05:22:25:698 | 4aeccb44-4999-466e-94ac-779eebf94dcf | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 05:22:25:887 | 4aeccb44-4999-466e-94ac-779eebf94dcf | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 05:22:34:309 | 30907446-d7a4-40af-b7b7-e9833b25b6ba | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 05:22:34:349 | 74aac317-ded0-4111-ba57-cb344117767b | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 05:22:34:392 | 74aac317-ded0-4111-ba57-cb344117767b | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 05:22:38:932 | c9dfce2c-8c8b-408a-8439-740814052abb | studentsController | generateIdCards | {} {"service":"atul-assigment"}
info: 2024-03-10 05:22:38:933 | c9dfce2c-8c8b-408a-8439-740814052abb | studentsService | generateIds | {} {"service":"atul-assigment"}
info: 2024-03-10 05:22:38:934 | c9dfce2c-8c8b-408a-8439-740814052abb | studentsService | getStudentDetails | {} {"service":"atul-assigment"}
error: 2024-03-10 05:22:45:706 | c9dfce2c-8c8b-408a-8439-740814052abb | studentsService | generateIds | {"message":"PDFDocument is not defined"} {"service":"atul-assigment"}
info: 2024-03-10 05:23:32:455 | 12232d83-f6e3-4854-891f-ef4c5cafcc11 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 05:23:32:490 | 56ef1b84-5b52-4f33-8cf4-3d0251f7141d | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 05:23:32:534 | 56ef1b84-5b52-4f33-8cf4-3d0251f7141d | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 05:23:43:338 | e92786d0-b184-4c37-bb1d-0517342c16bb | studentsController | generateIdCards | {} {"service":"atul-assigment"}
info: 2024-03-10 05:23:43:340 | e92786d0-b184-4c37-bb1d-0517342c16bb | studentsService | generateIds | {} {"service":"atul-assigment"}
info: 2024-03-10 05:23:43:341 | e92786d0-b184-4c37-bb1d-0517342c16bb | studentsService | getStudentDetails | {} {"service":"atul-assigment"}
error: 2024-03-10 05:23:43:369 | e92786d0-b184-4c37-bb1d-0517342c16bb | studentsService | generateIds | {"message":"PDFDocument is not defined"} {"service":"atul-assigment"}
info: 2024-03-10 05:23:51:337 | 7070422e-2cd0-46f1-9da0-4fa1e87c001e | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 05:23:51:389 | 4f30423b-841f-44ae-9074-1f474e4a6c90 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 05:23:51:669 | 4f30423b-841f-44ae-9074-1f474e4a6c90 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 05:24:04:512 | 27e00f71-3b00-41a6-bddd-df90c035d953 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 05:24:04:950 | d1c51303-9fec-45e8-961a-380dc5caf4a4 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 05:24:05:000 | d1c51303-9fec-45e8-961a-380dc5caf4a4 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 05:24:08:429 | 1339297c-7bec-4f69-a20c-6454b5c61bb9 | studentsController | generateIdCards | {} {"service":"atul-assigment"}
info: 2024-03-10 05:24:08:430 | 1339297c-7bec-4f69-a20c-6454b5c61bb9 | studentsService | generateIds | {} {"service":"atul-assigment"}
info: 2024-03-10 05:24:08:431 | 1339297c-7bec-4f69-a20c-6454b5c61bb9 | studentsService | getStudentDetails | {} {"service":"atul-assigment"}
error: 2024-03-10 05:24:08:483 | 1339297c-7bec-4f69-a20c-6454b5c61bb9 | studentsService | generateIds | {"message":"ENOENT: no such file or directory, open 'pictures/profile/1.jpg'"} {"service":"atul-assigment"}
info: 2024-03-10 05:32:11:526 | e950838d-3912-4138-a6b0-0871c355602e | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 05:32:11:899 | 79e010d5-c458-48a5-829b-2455cbcb0352 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 05:32:11:951 | 79e010d5-c458-48a5-829b-2455cbcb0352 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 05:32:14:994 | 4c884929-c023-406f-82cf-add6655f3b06 | studentsController | generateIdCards | {} {"service":"atul-assigment"}
info: 2024-03-10 05:32:14:996 | 4c884929-c023-406f-82cf-add6655f3b06 | studentsService | generateIds | {} {"service":"atul-assigment"}
info: 2024-03-10 05:32:14:998 | 4c884929-c023-406f-82cf-add6655f3b06 | studentsService | getStudentDetails | {} {"service":"atul-assigment"}
error: 2024-03-10 05:32:15:056 | 4c884929-c023-406f-82cf-add6655f3b06 | studentsService | generateIds | {"message":"users is not defined"} {"service":"atul-assigment"}
info: 2024-03-10 05:32:47:944 | 22183080-d389-4155-9346-5ca496cf5e2c | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 05:32:48:277 | df5b7f80-a49e-4200-8bae-3bc03458b9b7 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 05:32:48:332 | df5b7f80-a49e-4200-8bae-3bc03458b9b7 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 05:32:48:337 | 1e8a3287-e245-47ce-b160-5b1405b1b867 | studentsController | generateIdCards | {} {"service":"atul-assigment"}
info: 2024-03-10 05:32:48:339 | 1e8a3287-e245-47ce-b160-5b1405b1b867 | studentsService | generateIds | {} {"service":"atul-assigment"}
info: 2024-03-10 05:32:48:340 | 1e8a3287-e245-47ce-b160-5b1405b1b867 | studentsService | getStudentDetails | {} {"service":"atul-assigment"}
info: 2024-03-10 05:34:09:836 | 8fa6aa8f-491c-4de2-8b43-52795235f350 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 05:34:10:170 | d6dd0d49-4d6f-4f34-bee1-f38bd5329a13 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 05:34:10:241 | d6dd0d49-4d6f-4f34-bee1-f38bd5329a13 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 05:34:11:598 | 973e77b2-58e2-4cb3-91bd-82881f795309 | studentsController | generateIdCards | {} {"service":"atul-assigment"}
info: 2024-03-10 05:34:11:600 | 973e77b2-58e2-4cb3-91bd-82881f795309 | studentsService | generateIds | {} {"service":"atul-assigment"}
info: 2024-03-10 05:34:11:601 | 973e77b2-58e2-4cb3-91bd-82881f795309 | studentsService | getStudentDetails | {} {"service":"atul-assigment"}
info: 2024-03-10 05:34:57:531 | 1b8f95fe-42d3-4750-a53b-fbf69293a139 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
