info: () => {
  return format(new Date(), "yyyy-MM-dd HH:mm:ss:SSS");
} | 36ca5a40-b854-462c-b84f-a74ee0ac01dc | studentsController | getStudent | {} {"service":"atul-assigment"}
info: 2024-03-09 21:20:09:885 | 9ba4f205-be40-4891-aa8a-f61e5d2f0045 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 21:20:09:899 | a06855a9-6f83-4e18-a1ad-2c9489dfaac1 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 21:20:22:122 | 1f2f87ee-02d2-46c4-a887-dec37f846a94 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 21:20:22:136 | 26cb2ccf-36a3-4f3b-9f87-26ae19dc8038 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 21:20:37:096 | e60ddcb8-577f-4dee-ac88-86779d379569 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 21:20:37:108 | 1262cb06-08af-428d-8796-57e60f642d34 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 21:20:40:835 | fbb8ed9d-4c7a-4cb7-b70e-3b8815c328e8 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 21:20:40:847 | 5da570b5-8df3-4dde-8d25-5bbc114ecd2e | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 21:20:53:751 | cd820233-8aca-454b-b584-18421ee35f72 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 21:20:53:764 | 9e29aa19-9293-43a3-872c-5edb26c54570 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 21:20:54:853 | 8e026823-78c8-444b-99dd-ecf94e4eae50 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 21:20:54:864 | 74416708-60b7-4bf2-a9d2-8a6dabb11822 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 21:25:53:073 | 297b2c29-ce58-48cb-aa4e-02bc24244b6f | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 21:25:53:087 | f5731462-f010-4c44-ba6d-13e0615b3de8 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 21:33:58:213 | 1d4b619f-6d9b-4d5f-87da-9bb6626536d4 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 21:33:58:230 | 676a4b72-1362-4251-be08-7ebc64063f8e | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 21:34:04:700 | ee04cf55-f725-4902-817c-3115a4f6256d | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 21:34:04:764 | b534d6c8-f5b3-4527-8a04-7da5ee0880cd | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 21:34:22:610 | 40bb2e2e-e706-4182-97a2-c4d1256c83f5 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 21:34:22:623 | ab3c0f2a-748c-4d7b-b5a8-e72c90bed57f | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 21:34:33:030 | 00252fae-2b71-44b5-baad-1c00c48deeb8 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 21:34:33:042 | defbc7f5-739d-4340-8161-3c67c43a42a1 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 21:34:34:385 | 13e40487-d818-453a-a4c7-329190a38ab5 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 21:34:34:398 | 2c55edff-c62f-4aa6-be13-3b3db1f992f7 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 21:34:52:578 | 5f725995-9b2c-4887-9ff7-29428757b4fc | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 21:34:52:590 | def3a103-fd2b-4ec6-9cc2-ea3992e637ea | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 21:35:01:013 | c2d9fe61-392d-46bc-8706-2c23d7a44578 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 21:35:01:026 | 9e8a71d3-1110-4dc6-81e6-bae27d8af26f | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 21:45:51:636 | ae0baa63-d258-451b-a050-a02e776e01a4 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 21:45:51:651 | ac20f449-b08c-44d2-bd7a-b238613b772a | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 22:04:02:569 | 2abddeb8-264a-4191-86f8-673087ef7061 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 22:04:02:584 | dac9aab4-197c-4f26-8864-aa8eb95f771b | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 22:05:10:382 | e5c63d89-0fae-4219-80a3-cf522b9051b6 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 22:05:10:398 | 211c0024-34bd-4643-b153-8cca1ec5bede | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 22:05:14:753 | d48a9c13-6d71-481e-963e-3e27703f58d6 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 22:05:14:766 | 9308ac38-9b61-4a97-9fb8-6f200cc355c8 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 22:05:22:629 | 5fd8f982-efef-4e71-87a2-4bc865c7a597 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 22:05:22:780 | 4991990a-43e8-4496-a8fd-b767677c3431 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 22:05:37:929 | 2456e13e-ab53-4032-88e7-bf5e152b3a09 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 22:05:38:071 | 548252ca-4e6f-455f-ae42-f01007c1a05a | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 22:06:55:253 | 59ce0d4b-ff30-44bf-a6c3-7251d8ad1ab7 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 22:06:55:263 | 1a04d943-604f-452d-aaaf-078e25836557 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 22:07:50:558 | 06dd6a72-be11-4a55-94c1-4026a7267a39 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 22:07:50:579 | 5d2d1cd8-b402-42f8-acd5-832f72f172ee | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 22:08:13:252 | 32001ec3-ff4b-4da9-a3ec-60ab78b837b2 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 22:08:13:267 | 70a8ffbc-1e4d-4d5d-b2ec-92fbb6a75298 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 22:08:20:335 | c8fddc7a-332a-4866-b41d-d9b9416eecf0 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 22:08:20:351 | da8afbdb-1ce7-4c89-9895-e0fa4ceb46bd | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 22:14:47:388 | 07dc3b9e-9116-437e-be1f-cec0015b48a3 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 22:14:47:402 | f2369fd2-8cf9-432c-9926-983f4992c430 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 22:14:50:742 | fd6f67bc-2054-4b90-940a-dc43405ac324 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 22:14:50:756 | 77b907fc-f384-40ed-becc-edb18239e99c | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 22:14:59:129 | d1050d99-5d10-4778-bfd4-273f241c0139 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 22:14:59:141 | be6abbb3-6ee5-4ba5-a381-54d1a00514bd | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 22:15:34:673 | 2ae3a459-aef2-49d8-af4f-e20c040357ad | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 22:15:34:689 | 3a83c316-0a9d-4311-bad1-593ef0b0641c | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 22:16:28:067 | 7b3b2c38-a9a2-4cb6-9f24-b3598c710fc6 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 22:16:28:079 | 88a257e6-5a76-459c-8096-ab8d0ca0b464 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 22:17:12:359 | c3d62f43-1246-424e-8bab-4d8d494a939f | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 22:17:12:377 | 6003c476-708b-482b-88de-70964227018e | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 22:17:54:016 | c9efcfba-c5a7-40a2-9ef9-377f0c2fe220 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 22:17:54:030 | 45364a4b-e791-4095-9310-1f7a642b4429 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 22:17:57:132 | 69111f5a-3192-45d7-b8a2-18214fd3185e | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 22:17:57:145 | 429c7a83-731b-4498-add8-a18e6eb2ba28 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 22:18:10:076 | a3ab6d71-6b35-4025-b9fc-22987e03a9fe | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 22:18:10:087 | 31f06fa0-11c9-4363-98af-3a58438e6658 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 22:18:37:770 | b629520f-c008-4c1a-ae87-4ab457b402a8 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 22:18:37:788 | 6be991b7-a291-46f1-8939-e80b8fc0c1fc | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 22:18:43:588 | efca76dc-3643-4a50-8fc2-b578e2dfe1a0 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 22:18:43:599 | ff6b1a8d-0f7e-472f-a5c5-6c131a09c786 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 22:21:03:810 | 932391ab-28fb-42f2-b88c-13cc03d874c8 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 22:21:03:823 | 6f67c79a-c41e-4d37-a2e1-f42dd2cb5b65 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 22:25:51:455 | 3b8319a0-1f7f-4d9d-bb3d-f00aff8f45a9 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 22:25:51:472 | f399ad60-14de-4b86-8b2e-60b950b6af97 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 22:26:22:166 | 20564ca3-dace-486e-beaa-52e41623fa08 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 22:26:22:185 | 0d856156-72cd-4f00-bf31-d989b9167807 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 22:29:31:883 | 1f85dcc6-2389-42b2-8185-49bc465c5c50 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 22:29:31:900 | 92b8fa8f-e167-43a6-a5ff-51d67141ff21 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 22:30:36:820 | 07a3d706-7bdf-4b9a-9581-57691d688ad3 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 22:30:36:831 | 7fb2c8e9-f9b9-4859-bf38-0dc9bec7a2b1 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 22:30:44:360 | cfafe061-ddba-45ba-9eae-9c00429d986e | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 22:30:44:373 | cc9736fa-5ab1-4e7e-9bc8-3f126343b0ba | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 22:30:49:770 | c79ff542-02b1-406d-9109-f9c479b6ec26 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 22:30:49:786 | dcdd90b1-589a-49ac-9d37-c977f3295392 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 22:31:28:465 | 11407673-2ec8-4c39-adab-24de56911d18 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 22:31:28:481 | e1762fa0-31cd-4e17-856c-03b3767eed05 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 22:32:12:378 | 55482d82-ee62-4de4-9aeb-b23be085c84e | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 22:32:12:394 | 1b227a19-5f03-4c53-b6ae-eabb220695e8 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 22:32:20:657 | fe029514-a2ee-4498-bb7f-efeec286aa75 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 22:32:20:673 | 2492c027-53ac-4b61-97ed-a07613d3579f | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 22:32:22:279 | d8c69d1b-596d-43ae-b428-ac76657891e8 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 22:32:22:290 | f822339b-7d1c-4b19-957e-ef4da269623c | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 22:37:00:042 | 6dce13c1-f430-42e9-93e6-8166616ca704 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 22:37:00:069 | 9c573857-8334-48e3-bd29-2f7a2cd90bc0 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 22:37:16:771 | 5de83842-abd4-4877-9154-f011a5e2f6d5 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 22:37:16:783 | 1685c5e1-e55c-4de0-9ec2-da55cc4fa87f | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 22:37:24:333 | 288b4520-d596-460f-934d-b5c71c9ee842 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 22:37:24:351 | 8b997dbe-e46f-4a7f-b043-41dbd7e328aa | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 22:37:28:210 | 19602327-b8f1-413e-b535-2b45368c88ee | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 22:37:28:227 | b5832bdf-0bd1-4167-ae4f-3c0e8df31a23 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 22:37:35:428 | 1d7a4967-2a50-4736-bb7a-9efaba282de9 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 22:37:35:450 | c35dcbf3-93c7-4424-baaf-e998bf44558a | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 22:40:59:931 | 6a4c5717-30e6-4e18-9e60-21f5bf6ffa9d | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 22:40:59:943 | 16b0583f-588e-40cc-a405-156928760c4b | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 22:42:27:387 | 3656c7e7-7810-4bd5-a2ec-45a7c2014bb4 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 22:42:27:402 | a7ec844e-73f3-473c-a013-181e97ca2457 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 22:53:33:248 | f55ae9ed-9af0-402e-9377-89710c6807c7 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 22:53:33:263 | 11567a47-f603-48c9-8a2a-46a4c5045f4a | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 22:54:27:127 | ca0c2c55-ec82-408c-a51c-4ce01a68278d | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 22:54:27:139 | db52d33b-c5d0-4dcb-8fa1-d71be140bd6c | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 22:54:35:258 | 8e6ef423-599a-4827-b2ff-122830319701 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 22:54:35:269 | 25f00a38-78c1-4f23-a4a3-2c885b9cb335 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 23:15:30:173 | bf6fd6f0-8d13-41b1-b1c3-97e4fc651fbb | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 23:15:30:190 | f8ee47a9-6e15-4eed-b6e3-b6199d7ffc5f | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 23:16:11:679 | 5289b451-8005-4c25-8bb6-60d5a1d6a1e7 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 23:16:11:693 | 40662bd1-cbfd-4522-992b-0c6cbe4ed337 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 23:16:15:388 | 149ea1dd-6f01-44eb-9cfb-40244159b7bf | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 23:16:15:400 | 13f2ccdb-7321-49db-8aea-3d1a51fe4b1a | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 23:16:47:268 | 76cd2026-0c3c-4001-ab4c-383cc36764e6 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 23:16:47:291 | e9c51ada-d7a5-4c0e-a066-f10e46c565ad | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 23:17:18:604 | 62d5f52f-c513-499e-aea2-2c82f5627456 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 23:17:18:616 | 1ac3e86f-157c-4de2-8862-6ba4dcadeb8f | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 23:17:35:084 | a4b11b69-1bc4-440b-a03e-39b13bab82d3 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 23:17:35:100 | af33faf9-2d24-49ad-b8fc-c33beb05a3ae | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 23:17:39:166 | 44b69a72-0a53-4d4f-af9b-7075e0155bba | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 23:17:39:178 | c0f9b05a-ac60-41c2-86fc-7061455020b6 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 23:17:51:748 | 7b50556e-c538-4378-a2d1-043e3eada7c2 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 23:17:51:759 | a89c2df6-3993-4501-8d3b-8a0d165a5666 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 23:17:53:592 | f4033458-21fe-4ae5-b404-f393d6589bd3 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 23:17:53:603 | 78953427-3db6-4b1f-be2c-b2492f1bb2a7 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 23:21:11:682 | 9a237634-b4a5-4d5a-8633-01b363cd8568 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 23:21:11:698 | bf7952a8-6e2e-4075-aa07-ccebc3c1601e | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 23:21:30:488 | a2c85607-7189-43b0-88d7-a52e1d8d46a5 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 23:21:30:502 | e8113c13-ff09-4698-b1a8-2555d0394ae1 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 23:21:57:525 | 13e7810d-a8b8-4880-bead-c1c7019e6b5c | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 23:21:57:541 | ba7b5439-cee3-49b1-b08b-366ca1922261 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 23:25:59:038 | 7b8cefdc-0ec4-4fe6-9f0c-842d00a7e32c | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 23:25:59:054 | b1e67b02-ebfd-4461-b0ee-72f84af88d33 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 23:26:48:311 | 2adf8e6f-3175-4cc1-80c9-87b5cc394eac | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 23:26:48:322 | 0b7a2441-7957-4c95-a220-8870ffcef318 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 23:26:52:701 | 24a34c86-7a50-4a4f-87aa-c5beaa3198f0 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 23:26:52:716 | 933f3a39-928c-4ac7-bbfd-7e1a4a795cce | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 23:27:01:531 | a60036e5-fc82-4985-9785-089fb4f07292 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 23:27:01:552 | d8463e08-754b-4785-89b9-c8ac50d5488f | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 23:28:07:916 | 191d536c-0f6d-4423-8f90-60689d05b62f | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 23:28:07:927 | e9e28555-7e53-4b70-a95a-94c5e46142e2 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 23:28:17:159 | ffedd7b8-28ce-4df3-8c55-26414ca16f03 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 23:28:17:177 | 79aca962-4350-47b1-af16-cd612f9f00b5 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 23:28:49:924 | c0711eac-db7c-4068-b9cd-fcc26d2757fd | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 23:28:49:940 | bf4f6c30-6805-4d7a-9f47-5af421de6cbe | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 23:28:52:963 | 397529af-56c8-4a07-8905-78c031f585e7 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 23:28:53:102 | 868659ec-653a-44a4-89ea-932fd35b68be | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 23:31:20:681 | a594a028-84c3-47d0-a1fe-dd0a844a10df | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 23:31:20:696 | e2809cb6-6c2c-47b4-9554-282f72046485 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 23:31:51:455 | 9c8bb674-110c-4cbb-a108-0848af4a75b5 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 23:31:51:470 | 5a97fa92-eb11-4e0e-be18-11f0609dedc2 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 23:32:31:596 | f605e50a-0098-4249-be26-afec331dc923 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 23:32:31:609 | b6c27db1-34e2-4e88-ba43-8e8c465f2dfa | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 23:35:43:070 | 93990959-6350-4342-87cf-d536c44f9b73 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 23:35:43:085 | 33904cac-773e-4cde-9e65-4794097ea049 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 23:35:54:134 | 3e7505d8-8952-4850-8b0c-e967ee7b9d3f | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 23:35:54:147 | 224675d5-b0fc-4a3e-af47-ad6bbdb3b417 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 23:36:11:567 | 3f878b64-0d96-47af-bbaf-2e0de5d0dc9d | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 23:36:11:582 | 11bac720-9296-49d0-aeaf-1beb5edba062 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 23:36:23:132 | 29153076-8aed-4d1a-a7fd-23e9a12d9e66 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 23:36:23:148 | 96abb870-4391-46c0-9822-9650890e227f | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 23:39:45:127 | 13a41c15-1ec6-4748-84ef-017e7a4e2836 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 23:39:45:220 | 50bfbb8b-f1b5-4d57-8a18-36443e68b2b1 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 23:45:50:860 | c754e307-8a80-4d2d-9e47-01e8963a6161 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 23:45:50:882 | a741b4ad-0ef5-4638-86d8-7e5ba8cd7501 | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 23:50:23:438 | 9e5be737-cb26-413b-864b-8be80cd11d5b | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 23:50:23:453 | c8b599e9-13bd-498b-970e-2be7c9ab85ac | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 23:50:39:089 | f3ee6e35-7d0d-44ff-bf57-5f800ffa529d | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-09 23:50:39:104 | 6054264c-a50d-4f64-9c7b-62f5406e416e | index | listener | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-09 23:52:02:455 | 5e671851-29aa-4b96-a383-d91d55c73458 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
